product_name,product_type,price_clean,clean_ingreds,acne_ingredients_present,acne_ingredient_count,acne_types,acne_types_str
Sukin Purely Ageless Firming Serum 30ml,Serum,19.95,"['rosa canina flower oil', 'lycium barbarum extract', 'euterpe oleracea fruit oil', 'cetearyl olivate', 'sorbitan olivate', 'sodium stearoyl glutamate', 'xanthan gum', 'lecithin', 'sclerotium gum', 'pullulan', 'silica', 'tocopherol', 'citrus tangerina extract', 'citrus nobilis oil', 'lavandula angustifolia', 'vanillin', 'vanilla planifolia extract', 'lactic acid', 'phenoxyethanol', 'benzyl alcohol', 'linalool', 'limonene']",['lactic acid'],1,['Comedonal'],Comedonal
Bobbi Brown Extra Repair Serum 30ml,Serum,68.5,"['squalene', 'glycerin', 'butylene glycol', 'bis-diglyceryl polyacyladipate-2', 'capric triglyceride', 'c12-15', 'limnanthes alba seed oil', 'hydrogenated lecithin', 'olea europaea fruit oil', 'sucrose', 'olea europaea fruit oil', 'salvia sclarea', 'triticum vulgare bran extract', 'citrus aurantium bergamia', 'cananga odorata flower oil', 'lavandula angustifolia', 'padina pavonica extract', 'theobroma grandiflorum fruit extract', 'fusanus spicatus wood oil', 'acetyl hexapeptide-8', 'caffeinee', 'dimethicon', 'dipotassium glycyrrhizate', 'sodium hyaluronate', 'tetrahexyldecyl ascorbate', 'xanthan gum', 'limonene', 'benzyl benzoate', 'linalool', 'benzyl salicylate', 'phenoxyethanol', 'chlorphenesin', 'sorbic acid']",['caffeine'],1,['Dark Circles'],Dark Circles
Indeed Labs Eysilix Serum 2 15ml,Serum,19.99,"['isononyl isononanoate', 'propanediol', 'dimethicon', 'arachidyl alcohol', 'phenyl trimethicone', 'c12-15', 'behenyl alcohol', 'peg-100 stearate', 'palmitoyl glycine', 'butyrospermum parkii', 'hydrogenated olea europaea fruit oil', 'glyceryl stearate', 'arachidyl glucoside', 'phenoxyethanol', 'polysilicone-11', 'caprylyl glycol', 'olea europaea fruit oil', 'tribehenin', 'panthenol', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'glycerin', 'isohexadecane', 'xanthan gum', 'olea europaea fruit oil', 'camellia sinensis extract', 'disodium edta', 'lactobacillus', 'punica granatum seed oil', 'polysorbate 80', 'ceramide ng', 'peg-10 rapeseed sterol', 'methylglucoside phosphate', 'dunaliella salina extract', 'glucose', 'lactobacillus', 'copper lysinate/prolinate', 'caffeinee', 'citric acid', 'ethylhexyl glycerin', 'palmitoyl tripeptide-5', 'sodium hyaluronate', 'acetyl tetrapeptide-2', 'pantolactone', 'potassium sorbate', 'palmitoyl hexapeptide-12']",['caffeine'],1,['Dark Circles'],Dark Circles
The Organic Pharmacy Four Acid Peel Serum 30ml,Serum,30.0,"['hamamelis virginiana', 'citrus grandis', 'passiflora quadrangularis fruit extract', 'glycerin', 'sodium lactate', 'citrus limon juice extract', 'alcohol', 'algin', 'ananas sativas fruit extract', 'vitis vinifera extract', 'dehydroacetic acid', 'benzyl alcohol', 'chondrus crispus extract', 'xanthan gum', 'potassium sorbate', 'sodium bisulfite', 'sorbic acid', 'limonene', 'citral', 'linalool', 'glycolic acid', 'lactic acid', 'citric acid', 'tartaric acid']","['glycolic acid', 'lactic acid']",2,['Comedonal'],Comedonal
L'Oreal Paris Dermo Expertise Revitalift Laser Renew Anti-ageing Triple Action Super Serum (30ml),Serum,24.99,"['dipropylene glycol', 'dimethicon', 'glycerin', 'hydroxypropyl tetrahydropyrantriol', 'propylene glycol', 'c12-15', 'alcohol denat', 'peg-100 stearate', 'stearic acid', 'potassium cetyl phosphate', 'potassium hydroxide', 'carbomer', 'glyceryl stearate', 'silica', '2-oleamido-1', '3-octadecanediol', 'palmitic acid', 'disodium edta', 'hydrolyzed sodium hyaluronate', 'hydroxyethyl cellulose', 'capryloyl salicylic acid', 'xanthan gum', 'cetyl alcohol', 'octyldodecanol', 'tocopheryl acetate', 'phenoxyethanol', 'ci 15985', 'ci 19140', 'titanium dioxide', 'ci 77019', 'linalool', 'limonene', 'citronellol', 'benzyl alcohol', 'parfum']",['salicylic acid'],1,['Comedonal'],Comedonal
ELEMIS Pro-Collagen Definition Face and Neck Serum 30ml,Serum,92.0,"['shea butter ethyl esters', 'glycerin', 'albizia julibrissin bark extract', 'propanediol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'phenoxyethanol', 'dipteryx odorata bean extract', 'leontopodium alpinum callus culture extract', 'parfum', 'benzoic acid', 'biosaccharide', 'dehydroacetic acid', 'hydrolyzed algin', 'eryngium maritimum extract', 'piperonyl glucoside', 'linalool', 'limonene', 'citronellol', 'leuconostoc/radish root ferment filtrate', 'citric acid', 'xanthan gum', 'caramel', 'sodium benzoate', 'caprylyl glycol', 'vinca minor leaf extract', 'sodium hydroxide', 'glyceryl caprylate', 'lactic acid', 'phenylpropanol', 'boswellia carterii oil', 'cymbopogon martini oil', 'polyvinyl alcohol', 'salvia sclarea', 'palmitoyl heptapeptide-27', 'palmitoyl oligopeptide-78', 'palmitoyl octapeptide-24', 'potassium sorbate']",['lactic acid'],1,['Comedonal'],Comedonal
Aurelia Skincare Firm & Replenish Body Serum 250ml,Serum,38.4,"['coco-caprylate', 'glyceryl caprylate', 'cetearyl alcohol', 'prunus amygdalus dulcis', 'glyceryl stearate', 'arachidyl alcohol', 'butyrospermum parkii', 'cetearyl glucoside', 'argania spinosa extract', 'angelica archangelica root oil', 'anthemis nobilis flower water', 'boswellia carterii oil', 'cananga odorata flower oil', 'citrus aurantium bergamia', 'citrus grandis', 'citrus nobilis oil', 'cymbopogon citratus oil', 'juniperus virginiana wood oil', 'lavandula angustifolia', 'tocopherol', 'salicylic acid', 'hibiscus sabdariffa flower extract', 'kigelia africana fruit extract', 'sodium phytate', 'adansonia digitata seed oil', 'glycerin', 'sorbic acid', 'citric acid', 'dehydroacetic acid', 'behenyl alcohol', 'glyceryl caprylate', 'hydroxyacetophenone', 'benzyl alcohol', 'arachidyl glucoside', 'dehydroxanthan gum', 'sodium hydroxide', 'limonene', 'linalool', 'citral', 'geraniol', 'benzyl benzoate', 'benzyl salicylate', 'farnesol', 'eugenol', 'isoeugenol']",['salicylic acid'],1,['Comedonal'],Comedonal
Indeed Labs Pepta-Bright 30ml,Serum,24.99,"['capric triglyceride', 'dimethyl isosorbide', 'isodecyl neopentanoate', 'isononyl isononanoate', 'propanediol', 'arachidyl alcohol', 'undecylenoyl phenylalanine', 'sodium lactate', 'behenyl alcohol', 'glyceryl stearate', 'lactic acid', 'cetearyl alcohol', 'octadecenedioic acid', 'polyacrylate-13', 'peg-100 stearate', 'triethanolamine', 'arachidyl glucoside ', 'phenylethyl resorcinol', 'phenoxyethanol ', 'polyisobutene', 'caprylyl glycol', 'dimethylmethoxy chromanyl palmitate', 'xanthan gum', 'chlorphenesin', 'disodium edta', 'polysorbate-20', 'sodium hyaluronate', 'dextran', 'nonapeptide-1']",['lactic acid'],1,['Comedonal'],Comedonal
Elizabeth Arden Skin Illuminating Advanced Brightening Day Serum (30ml),Serum,55.0,"['butylene glycol', 'pentylene glycol', 'dimethicon', 'polysilicone-11', 'capric triglyceride', 'niacinamide', 'ethylhexyl palmitate', 'glyceryl oleate citrate', 'sodium ascorbyl phosphate', 'nylon 12', 'panthenol', 'peg-11 methyl ether dimethicon', 'acrylates/c10-30 alkyl', 'adenosine', 'bisabolol', 'boron nitride', 'caprylyl glycol', 'cnidium officinale root extract', 'cyclopentasiloxane', 'dextran', 'diamond', 'dimethiconol', 'disodium edta', 'ethylhexyl glycerin', 'glycolic acid', 'hydrogenated lecithin', 'lactic acid', 'laureth-12', 'ci 77019', 'parfum', 'dimethicon', 'polymethylsilsesquioxane', 'polyvinyl alcohol', 'sodium hydroxide', 'sodium polyacrylate', 'trideceth-6', 'tripeptide-1', 'tryptophan', 'butylphenyl methylpropional', 'citronellol', 'geraniol', 'hexyl cinnamal', 'limonene', 'linalool', 'chlorphenesin', 'phenoxyethanol', 'titanium dioxide']","['niacinamide', 'glycolic acid', 'lactic acid']",3,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
Aveda Hand Relief Night Renewal Serum 30ml,Serum,27.0,"['water\\aqua\\eau ', 'heptyl undecylenate ', 'propanediol ', 'theobroma grandiflorum fruit extract ', 'glycerin ', 'carapa guaianensis seed oil ', 'dimethicon ', 'capric triglyceride ', 'limnanthes alba seed oil ', 'castor oil ', 'hydrogenated lecithin ', 'polyglyceryl-10 pentastearate ', 'oryza sativa bran ', 'glycyrrhiza glabra root extract ', 'saccharum officinarum extract ', 'chlorella vulgaris extract ', 'sodium hyaluronate ', 'elaeis guineensis oil ', 'helianthus annuus seed oil ', 'salicylic acid ', 'caffeinee ', 'glyceryl stearate ', 'sorbitol ', 'cetyl alcohol ', 'tocopherol ', 'tocopheryl linoleate/oleate ', 'linoleic acid ', 'peg-100 stearate ', 'lauroyl lysine ', 'acetyl hexapeptide-8 ', 'stearic acid ', 'arganine ', 'sodium pca ', 'aminopropyl ascorbyl phosphate ', 'behenyl alcohol ', 'sodium stearoyl lactylate ', 'xanthan gum ', 'caprylyl glycol ', 'parfum ', 'linalool ', 'citral ', 'limonene ', 'sodium citrate ', 'phenoxyethanol']","['salicylic acid', 'caffeine']",2,"['Comedonal', 'Dark Circles']","Comedonal, Dark Circles"
Dermalogica Multivitamin Power Serum (22ml),Serum,57.15,"['cyclopentasiloxane', 'helianthus annuus seed oil', 'tricaprylin', 'tribehenin', 'ascorbyl glucoside', 'glyceryl dibehenate', 'boron nitride', 'nylon 12', 'silica', 'magnesium ascorbyl phosphate', 'palmitoyl hexapeptide-14', 'hydrogenated phosphatidyl choline', 'citrus grandis', 'citrus aurantium dulcis', 'hydrogenated soybean oil', 'cera alba', 'tocopherol', 'retinyl palmitate', 'linoleic acid', 'beta-sitosterol', 'stearoxymethicone/dimethicon copolymer', 'hydroxypinacolone retinoate', 'dimethyl isosorbide', 'dimethicon', 'polysilicone-11', 'glyceryl stearate', 'tocopheryl acetate', 'glycerin', 'capric triglyceride', 'lechtin', 'butylene glycol', 'ethoxydiglycol', 'limonene']",['retinyl palmitate'],1,['General'],General
DECLÉOR Hydra Floral White Petal Skin Perfecting Concentrate 30ml,Serum,36.4,"['rosa damascena', 'alcohol denat', 'propanediol', 'glycerin', '3-o-ethyl ascorbic acid', 'arganine', 'citric acid', 'ppg-26 buteth-26', 'sodium citrate', 'sodium hyaluronate', 'salicylic acid', 'castor oil', 'xanthan gum', 'maltodextrin', 'limonene', 'citrus aurantium dulcis', 'moringa oleifera seed oil', 'sucrose dilaurate', 'citrus aurantium amara flower water', 'sodium cocoyl glutamate', 'linalool', 'pisum sativum extract', 'citronellol', 'geraniol', 'parfum']","['salicylic acid', 'ascorbic acid']",2,"['Comedonal', 'Pigmentation']","Comedonal, Pigmentation"
Darphin Dark Circle Relief and De-Puffing Eye Serum 15ml,Serum,42.0,"['dimethicon', 'isododecane', 'cyclopentasiloxane', 'polysilicone-11', 'butylene glycol', 'ascorbyl glucoside', 'dimethicon', 'trametes versicolor extract', 'sodium rna', 'curcuma longa root extract', 'saccharomyces lysate extract', 'gentiana lutea (gentian) root extract', 'betula alba bark extract', 'oryza sativa bran', 'citrus grandis', 'salicylic acid', 'dimethoxytolyl propylresorcinol', 'triticum vulgare bran extract', 'scutellaria baicalensis extract', 'hordeum vulgare extract', 'cucumis sativus extract', 'hydrolyzed opuntia ficus indica flower extract', 'ammonium acryloyldimethyltaurate/vp', 'morus nigra extract', 'cholesterol', 'faex extract', 'glycyrrhetinic acid', 'polysorbate-20', 'isohexadecane', 'propylene glycol dicoco-caprylate', 'helianthus annuus seed oil', 'polysorbate 80', 'peg-6', 'sodium hyaluronate', 'tromethamine', 'di-c12-18 alkyl dimonium chloride', 'acetyl glucosamine', 'squalene', 'tocopheryl acetate', 'sodium sulfite', 'sodium metabisulfite', 'acrylamide/sodium', 'parfum', 'caprylyl glycol', 'hexylene glycol', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'potassium sorbate', 'alpha-isomethyl ionone', 'linalool', 'citral', 'limonene', 'ci 15985', 'ci 19140']",['salicylic acid'],1,['Comedonal'],Comedonal
Zelens Youth Concentrate Supreme Age-Defying Serum (30ml),Serum,160.0,"['capric triglyceride', 'hydrogenated polydecene', 'methylsilanol mannuronate', 'phytosteryl canola glycerides', 'ethylhesyldodecanol', 'glycerin', 'methylepropanediol', 'phenoxyethanol', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl glucoside', 'glycine soja extract', 'parfum', 'sodium hyaluronate', 'ammonium acryloyldimethyltaurate/vp', 'tocopherol', 'ethylhexyl glycerin', 'disodium edta', 'triethanolamine', 'teprenone', 'xanthan gum', 'carbomer', 'retinol', 'geranylgeranylisopropanol', 'sodium hyaluronate', 'silanetriol', 'citric acid', 'hydrolyzed soy protein', 'sorbic acid', 'palmitoyl dipeptide-5 diaminobutyroyl hydroxythreonine', 'palmitoyl tripeptide-5', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'magnesium chloride', 'l-glutamylamideothyl imidazole', 'linalool', 'gryceryl caprylate', 'hydrolyzed yeast protein', 'sodium benzoate']",['retinol'],1,['Cystic'],Cystic
L'Oréal Paris Revitalift Filler + Hyaluronic Acid Replumping Serum 16ml,Serum,19.99,"['glycerin', 'alcohol denat', 'dimethicon', 'butylene glycol', 'dipropylene glycol', 'silica', 'sodium hyaluronate', 'alpinia galanga leaf extract', 'carbomer', 'methylsilanol/silicate crosspolymer', 'sodium hydroxide', 'ammonium polyacryloyldmethyl taurate', 'dipotassium glycyrrhizate', 'disodium edta', 'capryloyl salicylic acid', 'titanium dioxide', 'ci 77019', 'linalool', 'citronellol', 'benzyl alcohol', 'benzyl benzoate', 'benzyl salicylate']",['salicylic acid'],1,['Comedonal'],Comedonal
Elizabeth Arden Prevage Advanced Daily Serum,Serum,180.0,"['cyclopentasiloxane', 'butylene glycol', 'pentylene glycol', 'dimethicon', 'methyl trimethicone', 'isododecane', 'dipropylene glycol', 'glycerin', 'peg-75', 'polysilicone-11', 'panthenyl triacetate', 'caprylyl methicone', 'propylene glycol', 'hydroxydecyl ubiquinoyl dipalmitoyl glycerate', 'glycereth-26', 'dimethicon', 'ergothioneine', 'chondrus crispus extract', 'sodium hyaluronate', 'retinyl linoleate', 'tocopheryl acetate', 'glycine soja extract', 'caprylyl glycol', 'coco-caprylate', 'isohexadecane', 'ppg-2 isoceteth-20 acetate', 'urea', 'acetyl farnesylcysteine', 'hydrogenated lecithin', 'lecithin', 'lysophosphatidic acid', 'naringenin', 'methylsilanol hydroxyproline aspartate', 'palmitoyl hexapeptide-19', 'quercus suber bark extract', 'caprooyl tetrapeptide-3', 'oligopeptide-68', 'acrylamide/sodium', 'ammonium acryloyldimethyltaurate/vp', 'decyl glucoside', 'lysolecithin', 'polysorbate-20', 'polysorbate 80', 'sodium oleate', 'polyimide-1', 'dextran', 'hexylene glycol', 'disodium edta', 'salicylic acid', 'ci 77019', 'ci 77861', 'aminopropyl dimethicon', 'parfum', 'alpha-isomethyl ionone', 'linalool', 'benzophenone-4', 'ethylparaben', 'methylparaben', 'phenoxyethanol', 'potassium sorbate', 'propylparaben', 'sodium dehydroacetate', 'sodium methylparaben', 'ci 14700', 'titanium dioxide', 'ci 19140']",['salicylic acid'],1,['Comedonal'],Comedonal
L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum,Serum,14.99,"['glycerin', 'alcohol denat', 'cyclohexasiloxane', 'hydrolyzed soy protein', 'isohexadecane', 'jasminum officinale extract', 'mel', 'calcium pantetheine sulfonate', 'cetearyl ethylhexanoate', 'caffeinee', 'cholesterol', 'ammonium polyacryloyldmethyl taurate', 'disodium edta', 'isopropyl myristate', 'hydrogenated polyisobutene', 'hydroxypalmitoyl sphinganine', 'caprylyl glycol', 'biosaccharide', 'pentylene glycol', 'phenoxyethanol', 'linalool', 'geraniol', 'eugenol', 'coumarin', 'limonene', 'citral', 'citronellol', 'benzyl alcohol', 'parfum']",['caffeine'],1,['Dark Circles'],Dark Circles
Green People Age Defy+ Line Eraser Lip & Eye Serum (10ml),Serum,27.6,"['simmondsia chinensis leaf extract', 'glycerin', 'hamamelis virginiana', 'propanediol', 'hibiscus sabdariffa flower extract', 'baicalin (baical scullcap extract)', 'punica granatum seed oil', 'aloe barbadenis extract', 'vaccinium macrocarpon fruit extract', 'rosmarinus officinalis extract', 'eryngium maritimum extract', 'argania spinosa extract', 'sodium cocoyl glutamate', 'sclerotium gum', 'xanthan gum', 'tocopherol', 'hydrolysed simmondsia chinensis leaf extract', 'lavandula angustifolia', 'cinnamomum camphora bark oil', 'pelargonium graveolens extract', 'cymbopogon martini oil', 'cananga odorata flower oil', 'citrus limon juice extract', 'chamomilla recutita flower oil', 'benzyl alcohol', 'salicylic acid', 'sorbic acid', 'citral', 'limonene', 'geraniol', 'linalool', 'farnesol', 'citronellol', 'benzyl salicylate', 'benzyl benzoate']",['salicylic acid'],1,['Comedonal'],Comedonal
Erno Laszlo AHA Resurfacing Sleep Serum,Serum,95.0,"['glycolic acid', 'lactic acid', 'sodium hydroxide', 'glycerin', 'ananas sativas fruit extract', 'chlorphenesin', 'citric acid', 'hexanoyl dipeptide-3 norleucine acetate', 'lecithin', 'lycium chinense extract', 'malic acid', 'phenoxyethanol', 'phytic acid', 'pleiogynium timorienese fruit extract', 'podocarpus elatus fruit extract', 'pullulan', 'salicylic acid', 'salix alba extract', 'sclerotium gum', 'maris sal', 'sodium hyaluronate', 'sodium carrageenan', 'terminalia ferdinandiana fruit extract', 'xanthan gum', 'ethylhexyl glycerin']","['salicylic acid', 'glycolic acid', 'lactic acid']",3,['Comedonal'],Comedonal
NUXE Huile Prodigieuse Multi Usage Dry Oil 50ml,Oil,18.5,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
NUXE Huile Prodigieuse Multi Usage Dry Oil 100ml,Oil,29.5,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'camellia oleifera seed oil', 'parfum', 'camellia japonica extract', 'tocopherol', 'argania spinosa extract', 'borago officinalis seed oil', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
NUXE Huile Prodigieuse Golden Shimmer Multi Usage Dry Oil 50ml,Oil,22.5,"['coco-caprylate', 'macadamia ternifolia seed oil', 'dicaprylyl ether', 'capric triglyceride', 'prunus amygdalus dulcis', 'corylus avellana flower extract', 'ci 77019', 'camellia oleifera seed oil', 'parfum', 'silica', 'camellia japonica extract', 'tocopherol', 'titanium dioxide', 'argania spinosa extract', 'borago officinalis seed oil', 'ci 77491', 'tocopheryl acetate', 'helianthus annuus seed oil', 'rosmarinus officinalis extract', 'polyglyceryl-3 diisostearate', 'ascorbic acid', 'solanum lycopersicum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'benzyl alcohol']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
