product_name,product_type,price_clean,clean_ingreds,acne_ingredients_present,acne_ingredient_count,acne_types,acne_types_str
Clinique Moisture Surge Overnight Mask 100ml,Mask,32.0,"['glycerin', 'cetyl alcohol', 'dimethicon', 'glyceryl polymethacrylate', 'butyrospermum parkii', 'cetyl ethylhexanoate', 'peg-8', 'glycereth-26', 'sucrose', 'sorbitan stearate', 'peg-100 stearate', 'trehalose', 'mangifera indica extract', 'hypnea musciformis (algae) extract', 'gelidiella acerosa extract', 'olea europaea fruit oil', 'triticum vulgare bran extract', 'cladosiphon okamuranus extract', 'astrocaryum murumuru seed butter', 'cetearyl alcohol', 'aloe barbadenis extract', 'peg-75', 'caffeinee', 'pantethine', 'sorbitol', 'butylene glycol', 'oryzanol', 'bisabolol', 'panthenol', 'phytosteryl', 'tocopheryl acetate', 'caprylyl glycol', 'sodium hyaluronate', 'hexylene glycol', 'carbomer', 'potassium hydroxide', 'dextrin', 'disodium edta', 'phenoxyethanol', 'ci 14700', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
GLAMGLOW Supermud Mask 15g,Mask,16.0,"['kaolin', 'magnesium aluminum silicate', 'mandelic acid', 'carbon', 'eucalyptus globulus', 'tartaric acid', 'pyruvic acid', 'lactic acid', 'salicylic acid', 'glycolic acid', 'eucalyptus globulus', 'aloe barbadenis extract', 'glycyrrhiza glabra root extract', 'cucumis sativus extract', 'hedera helix (ivy) extract', 'symphytum officinale extract', 'chamomilla recutita flower oil', 'dimethicon', 'caprylyl glycol', 'sodium hydroxide', 'butylene glycol', 'mentha piperita extract', 'hectorite', 'hexylene glycol', 'glycerin', 'calendula officinalis extract', 'maltodextrin', 'ethylhexyl glycerin', 'xanthan gum', 'parfum', 'limonene', 'benzyl benzoate', 'linalool', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'ci 77499']","['salicylic acid', 'glycolic acid', 'lactic acid', 'mandelic acid']",4,['Comedonal'],Comedonal
AHAVA Single Use Overnight Deep Wrinkle Mask 6ml,Mask,2.36,"['glycerin', 'cyclomethicone', 'niacinamide', 'saccharide isomerate', 'isodecyl isononanoate', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'caprylyl methicone', 'aloe barbadenis extract', 'simmondsia chinensis leaf extract', 'propanediol', 'phenoxyethanol', 'cocos nucifera fruit extract', 'gardenia tahitensis flower extract', 'tocopherol', 'caprylyl glycol', 'dimethiconol', '1,2-hexanediol', 'dimethicon/ppg-20 crosspolymer', 'sodium hyaluronate', 'dimethicon', 'butylene glycol', 'calotropis procera (apple of sodom) callus extract', 'ethylhexyl glycerin', 'carbomer', 'tripeptide-3', 'allantoin', 'maris aqua', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide-7', 'polysorbate-20', 'parfum', 'hexyl cinnamal', 'linalool', 'limonene', 'geraniol']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Estée Lauder Perfectly Clean Foam Cleanser/Purifying Mask 150ml,Mask,21.6,"['myristic acid', 'glycerin', 'behenic acid', 'potassium hydroxide', 'palmitic acid', 'sodium methyl cocoyl taurate', 'lauric acid', 'stearic acid', 'sucrose', 'montmorillonite', 'silybum marianum extract', 'gentiana lutea (gentian) root extract', 'algae extract', 'sodium hyaluronate', 'sorbitol', 'caffeinee', 'zinc pca', 'peg-3 distearate', 'kaolin', 'parfum', 'disodium edta', 'methylchloroisothiazolinone', 'methylisothiazolinone']","['zinc pca', 'caffeine']",2,"['Comedonal', 'Fungal', 'Dark Circles']","Comedonal, Fungal, Dark Circles"
AHAVA Single Use Brightening & Hydration Mask 6ml,Mask,2.36,"['glycerin', 'propanediol', 'squalene', 'niacinamide', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'isostearyl isostearate', 'ethylhexyl palmitate', 'caprylyl methicone', 'silica', 'pvp', 'phenoxyethanol', 'aloe barbadenis extract', 'dimethicon/ppg-20 crosspolymer', 'propylene glycol', 'caprylyl glycol', '1,2-hexanediol', 'sodium hyaluronate', 'ci 77861', 'titanium dioxide', 'chromium oxide greens', 'ci 77019', 'saccharide isomerate', 'hydrolyzed yeast protein', 'biosaccharide', 'parfum', 'citral', 'limonene', 'linalool', 'ci 77510', 'allantoin', 'silt', 'maris aqua', 'lactic acid', 'ethylhexyl glycerin', 'dunaliella salina extract', 'hydrogenated polydecene', 'phoenix dactylifera extract', 'tetrahydropiperine', 'maris sal']","['niacinamide', 'lactic acid']",2,"['Comedonal', 'Inflammatory', 'Pigmentation']","Comedonal, Inflammatory, Pigmentation"
NIP+FAB Teen Skin Fix Salicylic Acid Sheet Mask,Mask,5.5,"['glycerin', 'propanediol', 'alcohol denat', 'glycereth-26', 'betaine', 'hydroxypropyl methylcellulose', 'butylene glycol', '1,2-hexanediol', 'hydroxyacetophenone', 'erythritol', 'methyl gluceth-20', 'centella asiatica extract', 'salicylic acid', 'polyglyceryl-4 coco-caprylate', 'polyglyceryl-6 caprylate', 'hydroxyethyl urea', 'potassium hydroxide', 'allantoin', 'cocos nucifera fruit extract', 'cocos nucifera fruit extract', 'dipotassium glycyrrhizate', 'xanthan gum', 'linoleic acid', 'sodium hyaluronate', 'parfum', 'glycyrrhiza glabra root extract', 'sodium chloride', 'glyoxal', 'citrullus lanatus fruit extract', 'sophora flavescens root extract', 'chrysanthemum zawadskii extract', 'azadirachta indica leaf extract', 'perilla frutescens leaf extract', 'chrysanthemum parthenium (feverfew) extract', 'oleic acid', 'pyrus malus flower extract', 'sodium lactate', 'palmitic acid', 'palmitoyl tripeptide-5', 'stearic acid', 'sodium pca', 'sodium benzoate', 'potassium sorbate', 'tocopherol']",['salicylic acid'],1,['Comedonal'],Comedonal
OSKIA Renaissance Mask (50ml),Mask,60.0,"['glycerin', 'cetearyl olivate', 'methyl sulphonyl methane', 'sorbitan olivate', 'lactic acid', 'sodium lactate', 'carica papaya fruit extract', 'maltodextrin', 'citrus limon juice extract', 'passiflora quadrangularis fruit extract', 'ananas sativas fruit extract', 'vitis vinifera extract', 'benzyl alcohol', 'parfum', 'alcohol denat', 'xanthan gum', 'lepidium sativum sprout extract', 'inulin', 'alpha-glucan oligosaccharide', 'ribose', 'petasites japonicus (butterbur) root extract', 'lecithin', 'dehydroacetic acid', 'potassium sorbate', 'sodium bisulfite', 'phenoxyethanol', 'geraniol', 'citronellol', 'linalool', 'ci 77491']",['lactic acid'],1,['Comedonal'],Comedonal
Clinique Moisture Surge Overnight Mask 15ml,Mask,7.0,"['glycerin', 'cetyl alcohol', 'dimethicon', 'glyceryl polymethacrylate', 'butyrospermum parkii', 'cetyl ethylhexanoate', 'peg-8', 'glycereth-26', 'sucrose', 'sorbitan stearate', 'peg-100 stearate', 'trehalose', 'mangifera indica extract', 'hypnea musciformis (algae) extract', 'gelidiella acerosa extract', 'olea europaea fruit oil', 'triticum vulgare bran extract', 'cladosiphon okamuranus extract', 'astrocaryum murumuru seed butter', 'cetearyl alcohol', 'aloe barbadenis extract', 'peg-75', 'caffeinee', 'pantethine', 'sorbitol', 'butylene glycol', 'oryzanol', 'bisabolol', 'panthenol', 'phytosteryl', 'tocopheryl acetate', 'caprylyl glycol', 'sodium hyaluronate', 'hexylene glycol', 'carbomer', 'potassium hydroxide', 'dextrin', 'disodium edta', 'phenoxyethanol', 'ci 14700', 'ci 19140']",['caffeine'],1,['Dark Circles'],Dark Circles
NIP+FAB Glycolic Fix Extreme Bubble Mask 23g,Mask,7.0,"['glycerin', 'cocamidopropyl betaine', 'tromethamine', 'glycolic acid', 'dipropylene glycol', 'methyl perfluoroisobutyl ether', 'methyl perfluoroisobutyl ether', 'disiloxane', 'hydroxyethyl cellulose', 'decyl glucoside', 'allantoin', 'phenoxyethanol', 'chlorphenesin', 'hydroxyacetophenone', 'caprylyl glycol', '1,2-hexanediol', 'parfum', 'propanediol', 'disodium edta', 'sodium hyaluronate', 'illicium verum fruit extract', 'retinyl palmitate', 'thiamine hcl', 'riboflavin', 'niacin', 'carnitine hcl', 'pantothenic acid', 'biotin', 'folic acid', 'ascorbic acid', 'tocopherol', 'linalool']","['retinyl palmitate', 'glycolic acid', 'ascorbic acid']",3,"['Comedonal', 'Pigmentation']","Comedonal, Pigmentation"
COSRX Ultimate Nourishing Rice Overnight Spa Mask 60ml,Mask,23.0,"['oryza sativa bran', 'butylene glycol', 'glycerin', 'helianthus annuus seed oil', 'betaine', 'niacinamide', 'dimethicon', '1,2-hexanediol', 'cetearyl olivate', 'sorbitan olivate', 'elaeis guineensis oil', 'elaeis guineensis oil', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate', 'cetearyl alcohol', 'ethylhexyl glycerin', 'arganine', 'carbomer', 'allantoin', 'xanthan gum']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Erno Laszlo Multi-Task Eye Serum Mask (6 Pack),Mask,35.0,"['glycerin', 'butylene glycol', 'niacinamide', 'ceratonia siliqua gum', 'chondrus crispus extract', 'allantoin', 'castor oil', 'centella asiatica extract', 'ethylhexyl glycerin', 'saccharide isomerate', 'disodium edta', 'dipotassium glycyrrhizate', '1,2-hexanediol', 'sodium citrate', 'sodium hyaluronate', 'citric acid', 'potassium hydroxide', 'chlorella vulgaris extract', 'parfum', 'phenoxyethanol']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Holika Holika Baby Silky Hand Mask Sheet,Mask,3.95,"['dimethicon', 'butylene glycol', 'glycerin', 'alcohol', 'paraffinum liquidum', 'cetyl ethylhexanoate', 'betaine', 'tocopheryl acetate', 'urea', 'butyrospermum parkii', 'trehalose', 'carica papaya fruit extract', 'sodium hyaluronate', 'chamomilla recutita flower oil', 'aloe barbadenis extract', 'persea gratissima oil', 'olea europaea fruit oil', 'mel', 'punica granatum seed oil', 'lactis proteinum', 'salicylic acid', 'cyclopentasiloxane', 'cetearyl glucoside', 'polyacrylate-13', 'polyisobutene', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'polysorbate-20', 'polyglyceryl-3 methylglucose distearate', 'acrylates/c10-30 alkyl', 'triethanolamine', 'disodium edta', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'parfum']",['salicylic acid'],1,['Comedonal'],Comedonal
Peter Thomas Roth Cucumber Hydra-Gel Eye Masks 60 masks,Mask,41.0,"['glycerin', 'carrageenan', 'dipropylene glycol', 'ceratonia siliqua gum', 'cucumis sativus extract', 'aloe barbadenis extract', 'caffeinee', 'arnica montana extract', 'sodium hyaluronate', 'hydrolyzed collagen', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'tocopheryl acetate', 'niacinamide', 'adenosine', 'allantoin', 'maltodextrin', 'ethylhexyl glycerin', 'butylene glycol', 'calcium lactate', 'castor oil', 'xanthan gum', 'dextrin', 'potassium chloride', 'disodium edta', 'castor oil', 'chlorphenesin', 'phenoxyethanol', 'ci 77019', 'parfum', 'ci 19140', 'ci 42090']","['niacinamide', 'caffeine']",2,"['Inflammatory', 'Pigmentation', 'Dark Circles']","Inflammatory, Pigmentation, Dark Circles"
Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml,Mask,3.5,"['dipropylene glycol', 'propanediol', 'niacinamide', 'chondrus crispus extract', 'rubus fruticosus leaf extract', 'maltodextrin', 'tocopherol', 'plukenetia volubilis oil', 'castor oil', 'sucrose cocoate', 'ceratonia siliqua gum', 'potassium chloride', 'xanthan gum', 'disodium edta', 'trisodium edta', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'linalool', 'benzyl salicylate', 'alpha-isomethyl ionone', 'hexyl cinnamal', 'citronellol', 'ci 14700', 'ci 19140']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Chantecaille Bio Lift Mask - 50ml,Mask,148.0,"['rosa damascena', 'propanediol', 'capric triglyceride', 'glycerin', 'coco-caprylate', 'c12-20', 'potassium cetyl phosphate', 'carbomer', 'saccharide isomerate', 'phenoxyethanol', 'titanium dioxide', 'ethylhexyl glycerin', 'c12-13', 'prunus armeniaca fruit extract', 'sodium hydroxide', 'citrus aurantium dulcis', 'pullulan', 'imperata cylindrica root extract', 'chondrus crispus extract', 'propylene glycol', 'disodium edta', 'triticum vulgare bran extract', 'bisabolol', 'pentylene glycol', 'tocopheryl acetate', 'butylene glycol', 'algae extract', 'rosa damascena', 'sodium hyaluronate', 'citronellol', 'peg-8', 'acacia decurrens wax', 'jasminum grandiflorum flower extract', 'narcissus poeticus flower wax', 'pelargonium graveolens extract', 'citric acid', 'sodium citrate', 'geraniol', 'caprylyl glycol', 'centella asiatica extract', 'tocopherol', 'saxifraga sarmentosa extract', 'sodium benzoate', 'ascorbyl palmitate', 'potassium sorbate', 'linalool', 'acetyl hexapeptide-8', 'acrylates/c10-30 alkyl', 'ascorbic acid']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
Origins Out of Trouble 10 Minute Mask to Rescue Problem Skin 75ml,Mask,22.0,"['cetyl esters', 'zinc oxide', 'titanium dioxide', 'cetyl alcohol', 'cetearyl alcohol', 'glycerin', 'glyceryl stearate', 'peg-100 stearate', 'camphor', 'ceteareth 20', 'salicylic acid', 'colloidal sulfur', 'butylene glycol', 'bentonite', 'caprylyl glycol', 'hexylene glycol', 'phenoxyethanol']","['salicylic acid', 'sulfur']",2,"['Comedonal', 'Fungal']","Comedonal, Fungal"
Dr.Jart+ Cicapair Tiger Grass Calming Mask,Mask,5.5,"['butylene glycol', 'glycerin', 'niacinamide', '1,2-hexanediol', 'melia azadirachta flower extract', 'carbomer', 'polyglyceryl-10 laurate', 'arganine', 'dextrin', 'allantoin', 'dipotassium glycyrrhizate', 'hydroxyethyl cellulose', 'melia azadirachta flower extract', 'polyglyceryl-10 myristate', 'caramel', 'ethylhexyl glycerin', 'adenosine', 'disodium edta', 'glyceryl acrylate/acrylic acid copolymer', 'pvm/ma', 'parfum', 'sodium hyaluronate', 'capric triglyceride', 'anthemis nobilis flower water', 'citrus aurantium bergamia', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'methyl lactate', 'ethyl menthane carboxamide', 'methyl diisopropyl propionamide', 'hydrogenated lecithin', 'polyglyceryl-10 oleate', 'asiatic acid', 'asiaticoside', 'madecassic acid', 'centella asiatica extract', 'madecassoside']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
Vichy Quenching Mineral Mask Duo Sachet 2 x 6ml,Mask,3.0,"['glycerin', 'alcohol denat', 'niacinamide', 'dipropylene glycol', 'pentylene glycol', 'butylene glycol', 'peg-8', 'peg/ppg/polybutylene glycol-8/5/3 glycerin', 'castor oil', 'ci 61570', 'carbomer', 'triethanolamine', 'phenoxyethanol', 'ammonium polyacryloyldmethyl taurate', 'tetrasodium edta', 'menthoxypropanediol', 't-butyl alcohol', 'parfum']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
AHAVA Single Use Mud Mask 8ml,Mask,2.36,"['kaolin', 'silt', 'cocamide mea', 'dmdm hydantoin', 'sodium lauroamphoacetate', 'sodium trideceth sulfate', 'propanediol', 'glyceryl stearate', 'ethylhexyl palmitate', 'aloe barbadenis extract', 'propylene glycol', 'glycerin', 'simmondsia chinensis leaf extract', 'ceteareth-30', 'cetearyl alcohol', 'maris aqua', 'sodium lactate', 'zinc oxide', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'panthenol', 'chamomilla recutita flower oil', 'stearyl alcohol', 'magnesium aluminum silicate', 'hydroxyethyl cellulose', 'peg-40 stearate', 'allantoin', 'lactic acid', 'dimethicon', 'sorbitan tristearate', 'xanthan gum', 'peg-5 cocoate', 'peg-8 dicocoate', 'peg-9', 'iodopropynyl butylcarbamate', 'triclosan', 'methylisothiazolinone', 'bha', 'tocopherol']",['lactic acid'],1,['Comedonal'],Comedonal
MAGICSTRIPES Lifting Collagen Mask (1 Mask),Mask,8.0,"['sodium polyacrylate', 'butylene glycol', 'glycerin', 'hydrolyzed collagen', 'caffeinee', 'tocopherol', 'ascorbic acid', 'avena sativa kernel extract', 'aroma']","['caffeine', 'ascorbic acid']",2,"['Pigmentation', 'Dark Circles']","Pigmentation, Dark Circles"
NIP+FAB Retinol Fix Sheet Mask 10g,Mask,7.95,"['glycerin', 'butylene glycol', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', '1,2-hexanediol', 'hydroxyacetophenone', 'cetyl ethylhexanoate', 'cetearyl alcohol', 'betaine', 'glyceryl stearate', 'dimethicon', 'adenosine', 'c14-22', 'trehalose', 'acrylates/c10-30 alkyl', 'arganine', 'dipotassium glycyrrhizate', 'c12-20', 'capric triglyceride', 'sodium hyaluronate', 'parfum', 'glyceryl acrylate/acrylic acid copolymer', 'leontopodium alpinum callus culture extract', 'cocos nucifera fruit extract', 'cocos nucifera fruit extract', 'polysorbate-20', 'polycaprolactone', 'retinol', 'lecithin', 'palmitoyl tripeptide-5', 'ceramide np', 'sodium magnesium silicate', 'phaseolus radiatus seed extract', 'bht', 'glucose', 'avena sativa kernel extract']",['retinol'],1,['Cystic'],Cystic
Origins Clear Improvement Charcoal Honey Mask to Purify and Nourish 75ml,Mask,30.0,"['butylene glycol', 'bentonite', 'montmorillonite', 'mel', 'polysorbate-20', 'peg-100 stearate', 'polybutene', 'simmondsia chinensis leaf extract', 'lavandula angustifolia', 'citrus limon juice extract', 'cananga odorata flower oil', 'mentha viridis extract', 'rosmarinus officinalis extract', 'eugenia', 'gaultheria procumbens extract', 'citrus aurantium amara flower water', 'triethyl citrate', 'ethyl phenylacetate', 'limonene', 'linalool', 'eugenol', 'citral', 'benzyl benzoate', 'faex extract', 'kaolin', 'charcoal powder', 'caffeinee', 'sodium hyaluronate', 'glycerin', 'trehalose', 'lecithin', 'ethylhexyl glycerin', 'xanthan gum', 'caprylyl glycol', 'peg-150 distearate', 'silica', 'hexylene glycol', 'disodium edta', 'tetrasodium edta', 'dehydroacetic acid', 'phenoxyethanol', 'ci 77019', 'titanium dioxide', 'ci 77491', 'ci 77492', 'ci 77499']",['caffeine'],1,['Dark Circles'],Dark Circles
Filorga Hydra-Filler Mask 23g,Mask,10.0,"['glycerin', 'pentylene glycol', 'xanthan gum', 'polysorbate-20', 'sodium hyaluronate', 'sodium pca', 'sodium lactate', 'parfum', 'tetrasodium glutamate diacetate', 'citric acid', 'aloe barbadenis extract', 'fructose', 'glycine', 'niacinamide', 'sodium benzoate', 'urea', 'sodium hydroxide', 'inositol']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
MAGICSTRIPES Chin & Cheek Lifting Mask (1 Mask),Mask,10.0,"['sodium polyacrylate', 'butylene glycol', 'glycerin', 'hydrolyzed collagen', 'caffeinee', 'tocopherol', 'ascorbic acid', 'avena sativa kernel extract', 'aroma']","['caffeine', 'ascorbic acid']",2,"['Pigmentation', 'Dark Circles']","Pigmentation, Dark Circles"
APIVITA Express Line Reducing Face Mask - Grape 2x8ml,Mask,4.0,"['glycerin', 'hydrogenated olus oil', 'cetearyl alcohol', 'dipalmitoyl hydroxyproline', 'biosaccharide', 'olea europaea fruit oil', 'dicaprylyl carbonate', 'vitis vinifera extract', 'caprylyl glycol', 'tocopheryl acetate', 'cetearyl glucoside', 'mannitol', 'ethylhexyl glycerin', 'decyl glucoside', 'helianthus annuus seed oil', 'cellulose', 'polyglyceryl-10 stearate', 'phospholipid', 'cetyl palmitate', 'sorbitan olivate', 'sorbitan palmitate', 'allantoin', 'bisabolol', 'tocopherol', 'disodium edta', 'camellia sinensis extract', 'sodium hyaluronate', 'retinyl palmitate', 'ubiquinone', 'sodium acrylates copolymer', 'hydrogenated polyisobutene', 'phenoxyethanol', 'panthenol', 'xanthan gum', 'rosa damascena', 'pogostemon cablin flower extract', 'parfum', 'geraniol', 'hydroxycitronellal', 'linalool', 'hexyl cinnamal', 'limonene', 'alpha-isomethyl ionone', 'citronellol', 'benzyl salicylate', 'hydroxypropyl methylcellulose', 'ci 77491', 'ci 77492', 'titanium dioxide']",['retinyl palmitate'],1,['General'],General
REN Clean Skincare Clarimatte Invisible Pores Detox Mask,Mask,28.0,"['citrus aurantium amara flower water', 'glycerin', 'alcohol', 'capric triglyceride', 'cetearyl olivate', 'phospholipid', 'glycine soja extract', 'sorbitan olivate', 'phenoxyethanol', 'vaccinium vitis-idaea seed oil', 'inulin', 'lactose', 'lactis proteinum', 'aster maritima extract', 'arnica montana extract', 'laminaria digitata extract', 'sodium hyaluronate', 'sodium carboxymethyl beta-glucan', 'alpha-glucan oligosaccharide', 'rumex occidentalis extract', 'laminaria ochroleuca extract', 'tocopherol', 'xanthan gum', 'sodium hydroxymethylglycinate', 'lactic acid', 'sodium citrate']",['lactic acid'],1,['Comedonal'],Comedonal
GLAMGLOW Supermud Mask 50g,Mask,44.0,"['kaolin', 'magnesium aluminum silicate', 'mandelic acid', 'carbon', 'eucalyptus globulus', 'tartaric acid', 'pyruvic acid', 'lactic acid', 'salicylic acid', 'glycolic acid', 'eucalyptus globulus', 'aloe barbadenis extract', 'glycyrrhiza glabra root extract', 'cucumis sativus extract', 'hedera helix (ivy) extract', 'symphytum officinale extract', 'chamomilla recutita flower oil', 'dimethicon', 'caprylyl glycol', 'sodium hydroxide', 'butylene glycol', 'mentha piperita extract', 'hectorite', 'hexylene glycol', 'glycerin', 'calendula officinalis extract', 'maltodextrin', 'ethylhexyl glycerin', 'xanthan gum', 'parfum', 'limonene', 'benzyl benzoate', 'linalool', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'ci 77499']","['salicylic acid', 'glycolic acid', 'lactic acid', 'mandelic acid']",4,['Comedonal'],Comedonal
Oh K! Chok Chok Smoothing Undereye Mask 2 x 1.5g,Mask,4.25,"['glycerin', 'dipropylene glycol', 'niacinamide', 'ceratonia siliqua gum', 'chondrus crispus extract', 'calcium aluminum borosilicate', 'butylene glycol', 'paeonia suffruticosa extract', 'centella asiatica extract', 'cellulose gum', 'polyacrylate-13', '1,2-hexanediol', 'titanium dioxide', 'sodium hyaluronate', 'chamomilla recutita flower oil', 'polyisobutene', 'glyceryl caprylate', 'polysorbate-20', 'adenosine', 'ethylhexyl glycerin', 'silica', 'sorbitan isostearate', 'ci 77861', 'hamamelis virginiana', 'magnesium ascorbyl phosphate', 'sodium hyaluronate', 'laminaria japonica extract', 'disodium edta', 'parfum']",['niacinamide'],1,"['Inflammatory', 'Pigmentation']","Inflammatory, Pigmentation"
AHAVA Purifying Mud Mask 100ml,Mask,28.99,"['kaolin', 'silt', 'cocamide mea', 'dmdm hydantoin', 'sodium lauroamphoacetate', 'sodium trideceth sulfate', 'propanediol', 'glyceryl stearate', 'ethylhexyl palmitate', 'aloe barbadenis extract', 'propylene glycol', 'glycerin', 'simmondsia chinensis leaf extract', 'ceteareth-30', 'cetearyl alcohol', 'maris aqua', 'sodium lactate', 'zinc oxide', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'panthenol', 'chamomilla recutita flower oil', 'stearyl alcohol', 'magnesium aluminum silicate', 'hydroxyethyl cellulose', 'peg-40 stearate', 'allantoin', 'lactic acid', 'dimethicon', 'sorbitan tristearate', 'xanthan gum', 'peg-5 cocoate', 'peg-8 dicocoate', 'peg-9', 'iodopropynyl butylcarbamate', 'triclosan', 'methylisothiazolinone', 'bha', 'tocopherol']",['lactic acid'],1,['Comedonal'],Comedonal
Garnier Pure Active Anti Blackhead Charcoal Mask Peel Off,Mask,7.99,"['alcohol denat', 'vp/va copolymer', 'polyvinyl alcohol', 'glycerin', 'peg-8', 'ci 77489', 'cellulose gum', 'charcoal powder', 'citric acid', 'polyglycerin-10', 'polyglyceryl-10 myristate', 'polyglyceryl-10 stearate', 'salicylic acid', 'sodium dehydroacetate', 'sodium hydroxide', 'xanthan gum', 'parfum']",['salicylic acid'],1,['Comedonal'],Comedonal
Chantecaille Jasmine & Lily Healing Mask,Mask,75.0,"['rosa damascena', 'glycerin', 'capric triglyceride', 'ppg-15 stearyl ether', 'c12-20', 'coco-caprylate', 'potassium cetyl phosphate', 'carbomer', 'phenoxyethanol', 'saccharide isomerate', 'titanium dioxide', 'ethylhexyl glycerin', 'sodium hydroxide', 'chlorphenesin', 'macadamia ternifolia seed oil', 'oenothera biennis flower extract', 'chondrus crispus extract', 'bisabolol', 'panthenol', 'glycyrrhetinic acid', 'sodium hyaluronate', 'acacia decurrens wax', 'jasminum grandiflorum flower extract', 'narcissus poeticus flower wax', 'jasminum grandiflorum flower extract', 'peg-8', 'citric acid', 'sodium citrate', 'tocopherol', 'pelargonium graveolens extract', 'rosa damascena', 'lilium candidum flower extract', 'ascorbyl palmitate', 'ascorbic acid', 'citronellol', 'geraniol', 'benzyl benzoate', 'linalool', 'eugenol']",['ascorbic acid'],1,['Pigmentation'],Pigmentation
Peter Thomas Roth Pumpkin Enzyme Mask 150ml,Mask,50.0,"['cucurbita pepo seed oil', 'aluminum oxide', 'glycerin', 'triethanolamine', 'cucurbita pepo seed oil', 'ascorbic acid', 'tocopherol', 'retinyl palmitate', 'sodium hyaluronate', 'leuconostoc/radish root ferment filtrate', 'edta', 'edetate disodium', 'dihydrate', 'usp', 'methyl eugenol', 'carbomer', 'potassium sorbate', 'sodium benzoate', 'chlorphenesin', 'phenoxyethanol']","['retinyl palmitate', 'ascorbic acid']",2,['Pigmentation'],Pigmentation
AHAVA Single Use Hydration Cream Mask 8ml,Mask,2.36,"['glycerin', 'ceteareth 20 ', 'cetearyl alcohol', 'capric triglyceride', 'glyceryl stearate', 'ethylhexyl palmitate', 'propanediol', 'cetyl alcohol', 'alanine ', 'creatine ', 'glycerin ', 'glycine ', 'magnesium aspartate ', 'saccharide hydrolysate ', 'urea', 'butyrospermum parkii', 'caprylyl glycol ', 'chlorphenesin ', 'phenoxyethanol', '1,2-hexanediol ', 'sodium hyaluronate ', 'aloe barbadenis extract', 'aloe barbadenis extract ', 'propylene glycol', 'maris aqua', 'peg-40 stearate', 'xanthan gum', 'sorbitan tristearate', 'tocopherol', 'silt', 'parfum', 'lactic acid', 'saccharide isomerate', 'tocopherol', 'hexyl cinnamal', 'limonene', 'benzyl salicylate', 'linalool', 'hydroxycitronellal']",['lactic acid'],1,['Comedonal'],Comedonal
Shiseido Benefiance Pure Retinol Express Smoothing Eye Mask x 12 Sachets,Mask,62.0,"['butylene glycol', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'diphenylsiloxy phenyl trimethicone', 'glycerin', 'dipropylene glycol', 'castor oil', 'tocopheryl acetate', 'phenoxyethanol', 'alcohol', 'carbomer', 'sodium citrate', 'parfum', 'bht', 'squalene', 'xanthan gum', 'potassium hydroxide', 'retinol', 'polysorbate-20', 'citric acid', 'trisodium edta', 'magnesium ascorbyl phosphate', 'butylphenyl methylpropional', 'sapindus mukurossi fruit extract', 'limonene', 'linalool', 'uncaria gambir extract (uncaria gambir)', 'citronellol', 'alpha-isomethyl ionone', 'paeonia suffruticosa extract', 'geraniol', 'benzyl benzoate', 'sodium acetylated hyaluronate', 'hydroxyproline', 'chlorella vulgaris extract', 'ci 75130']",['retinol'],1,['Cystic'],Cystic
